,chr,start,end,strand_1,five_prime,three_prime,clusterID_5p,clusterID_3p,start_match,end_match,start_diff,end_diff,fivep_diff,threep_diff,strand,verdict,gene,ensemblID,transcripts,constitutive.score,numTags,tags,relStart,relEnd,relStartTag,relEndTag,relStartTagClass,relEndTagClass,relStartTagAlt,relEndTagAlt,startClass,endClass,startDistance,endDistance,numTags_skipping,tags_skipping,curTag_skipping,relStartExon_skipping,relEndExon_skipping
3029,chr21,33909157,33912288,-,33912288,33909157,clu_1097,clu_1130,33909211,33912288,-54,0,0,54,-,cryptic_threeprime,ATP5PO,ENSG00000185658.13,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-54.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0
3077,chr21,33904021,33909081,-,33909081,33904021,clu_1094,clu_1121,33904021,33909081,0,0,0,0,-,novel annotated pair,ATP5PO,ENSG00000173638.19,ENST00000290299.7,0.5,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,4.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,4.0
3110,chr21,33904021,33906725,-,33906725,33904021,clu_1088,clu_1121,33904021,33907340,0,-615,615,0,-,cryptic_fiveprime,ATP5PO,ENSG00000141956.13,.,,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-615.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0
3147,chr21,33909199,33912288,-,33912288,33909199,clu_1097,clu_1131,33909211,33912288,-12,0,0,12,-,cryptic_threeprime,ATP5PO,ENSG00000160285.15,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-12.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0
3163,chr21,33903609,33903934,-,33903934,33903609,clu_1085,clu_1118,33903639,33903934,-30,0,0,30,-,cryptic_threeprime,ATP5PO,ENSG00000159086.15,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-30.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0
3253,chr21,33903656,33903934,-,33903934,33903656,clu_1085,clu_1120,33903639,33903934,17,0,0,-17,-,cryptic_threeprime,ATP5PO,ENSG00000159267.14,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,17.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0
3528,chr21,33910476,33912288,-,33912288,33910476,clu_1097,clu_1133,33909211,33912288,1265,0,0,-1265,-,cryptic_threeprime,ATP5PO,ENSG00000160188.10,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,1265.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,3.0,3.0
3611,chr21,33907471,33909081,-,33909081,33907471,clu_1094,clu_1129,33907453,33909081,18,0,0,-18,-,cryptic_threeprime,ATP5PO,ENSG00000173638.19,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,18.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0
3707,chr21,33904021,33912288,-,33912288,33904021,clu_1097,clu_1121,33904021,33912288,0,0,0,0,-,novel annotated pair,ATP5PO,ENSG00000183527.11,ENST00000290299.7,0.5,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,3.0
3849,chr21,33906500,33912288,-,33912288,33906500,clu_1097,clu_1124,33907453,33912288,-953,0,0,953,-,cryptic_threeprime,ATP5PO,ENSG00000242220.7,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-953.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0
3978,chr21,33903639,33903934,-,33903934,33903639,clu_1085,clu_1119,33903639,33903934,0,0,0,0,-,annotated,ATP5PO,ENSG00000186866.16,ENST00000290299.7,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,6.0,6.0
4096,chr21,33904021,33906448,-,33906448,33904021,clu_1086,clu_1121,33904021,33907340,0,-892,892,0,-,cryptic_fiveprime,ATP5PO,.,.,,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-892.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0
4231,chr21,33907453,33909081,-,33909081,33907453,clu_1094,clu_1128,33907453,33909081,0,0,0,0,-,annotated,ATP5PO,ENSG00000173638.19,ENST00000290299.7+ENST00000429238.2,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,4.0
4352,chr21,33904021,33909015,-,33909015,33904021,clu_1093,clu_1121,33904021,33909081,0,-66,66,0,-,cryptic_fiveprime,ATP5PO,.,.,,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,4.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-66.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,4.0
4355,chr21,33907453,33912288,-,33912288,33907453,clu_1097,clu_1128,33907453,33912288,0,0,0,0,-,novel annotated pair,ATP5PO,ENSG00000155304.6,ENST00000290299.7+ENST00000429238.2,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0
4406,chr21,33904021,33906668,-,33906668,33904021,clu_1087,clu_1121,33904021,33907340,0,-672,672,0,-,cryptic_fiveprime,ATP5PO,.,.,,1,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-672.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,5.0,5.0
4446,chr21,33906500,33907340,-,33907340,33906500,clu_1089,clu_1124,33907453,33907340,-953,0,0,953,-,cryptic_threeprime,ATP5PO,ENSG00000160298.17,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-953.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,5.0
4544,chr21,33906495,33907340,-,33907340,33906495,clu_1089,clu_1123,33907453,33907340,-958,0,0,958,-,cryptic_threeprime,ATP5PO,ENSG00000160298.17,.,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,5.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-958.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,5.0
2279,chr21,39428503,39429130,-,39429130,39428503,clu_1668,clu_1706,39428503,39429130,0,0,0,0,-,annotated,LCA5L,ENSG00000156261.13,ENST00000288350.7+ENST00000358268.6+ENST00000485895.6,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",4.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,4.0
2342,chr21,39435573,39445724,-,39445724,39435573,clu_1676,clu_1714,39435573,39445724,0,0,0,0,-,annotated,LCA5L,ENSG00000275496.4,ENST00000288350.7+ENST00000485895.6,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",2.0,1.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,1.0
2725,chr21,39429394,39444134,-,39444134,39429394,clu_1672,clu_1710,39429211,39444134,183,0,0,-183,-,cryptic_threeprime,LCA5L,ENSG00000160255.18,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,183.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,2.0
2763,chr21,39444201,39445449,-,39445449,39444201,clu_1674,clu_1716,39444201,39445449,0,0,0,0,-,novel annotated pair,LCA5L,ENSG00000205581.11,.,,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",1.0,11.0,basic|appris_principal_1|CCDS,alternative_5_UTR|basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,alternative_5_UTR,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,1.0
2862,chr21,39423490,39428171,-,39428171,39423490,clu_1667,clu_1702,39423490,39428171,0,0,0,0,-,annotated,LCA5L,ENSG00000173638.19,ENST00000288350.7+ENST00000358268.6+ENST00000380671.6+ENST00000485895.6,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",5.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,5.0
2871,chr21,39438718,39444134,-,39444134,39438718,clu_1672,clu_1715,39435573,39444134,3145,0,0,-3145,-,cryptic_threeprime,LCA5L,ENSG00000159082.17,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",2.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,3145.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,2.0
3028,chr21,39444201,39444643,-,39444643,39444201,clu_1673,clu_1716,39444201,39444134,0,509,-509,0,-,cryptic_fiveprime,LCA5L,ENSG00000141956.13,.,,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",1.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,509.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,2.0
3164,chr21,39429211,39435419,-,39435419,39429211,clu_1670,clu_1709,39429211,39435419,0,0,0,0,-,annotated,LCA5L,ENSG00000241837.7,ENST00000288350.7+ENST00000358268.6+ENST00000485895.6,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,3.0
3373,chr21,39444745,39445449,-,39445449,39444745,clu_1674,clu_1717,39444201,39445449,544,0,0,-544,-,cryptic_threeprime,LCA5L,ENSG00000166265.12,.,,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",1.0,11.0,basic|appris_principal_1|CCDS,alternative_5_UTR|basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,alternative_5_UTR,not_main_3_prime,main,544.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,1.0
3509,chr21,39429211,39438683,-,39438683,39429211,clu_1671,clu_1709,39429211,39435419,0,3264,-3264,0,-,cryptic_fiveprime,LCA5L,.,.,,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,3264.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,3.0
3629,chr21,39423490,39444134,-,39444134,39423490,clu_1672,clu_1702,39423490,39444134,0,0,0,0,-,novel annotated pair,LCA5L,ENSG00000183527.11,ENST00000288350.7,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",5.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,2.0
3643,chr21,39435542,39444134,-,39444134,39435542,clu_1672,clu_1713,39435573,39444134,-31,0,0,31,-,cryptic_threeprime,LCA5L,ENSG00000229425.3,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",2.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-31.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,2.0
3879,chr21,39429394,39435419,-,39435419,39429394,clu_1670,clu_1710,39429211,39435419,183,0,0,-183,-,cryptic_threeprime,LCA5L,ENSG00000183255.12,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,183.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,3.0
3903,chr21,39423490,39429130,-,39429130,39423490,clu_1668,clu_1702,39423490,39429130,0,0,0,0,-,novel annotated pair,LCA5L,ENSG00000156261.13,ENST00000288350.7+ENST00000358268.6+ENST00000485895.6,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",5.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,4.0
3970,chr21,39444745,39445724,-,39445724,39444745,clu_1676,clu_1717,39444201,39445724,544,0,0,-544,-,cryptic_threeprime,LCA5L,ENSG00000275496.4,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",1.0,1.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,544.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,1.0
4097,chr21,39435573,39444134,-,39444134,39435573,clu_1672,clu_1714,39435573,39444134,0,0,0,0,-,annotated,LCA5L,ENSG00000141956.13,ENST00000288350.7,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",2.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,2.0
4135,chr21,39428524,39429130,-,39429130,39428524,clu_1668,clu_1707,39428503,39429130,21,0,0,-21,-,cryptic_threeprime,LCA5L,ENSG00000156261.13,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",4.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,21.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,4.0
4286,chr21,39444201,39445724,-,39445724,39444201,clu_1676,clu_1716,39444201,39445724,0,0,0,0,-,annotated,LCA5L,ENSG00000156261.13,ENST00000288350.7,0.5,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",1.0,1.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,1.0
4302,chr21,39429208,39444134,-,39444134,39429208,clu_1672,clu_1708,39429211,39444134,-3,0,0,3,-,cryptic_threeprime,LCA5L,ENSG00000198862.14,.,0.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-3.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,2.0
4427,chr21,39423490,39444643,-,39444643,39423490,clu_1673,clu_1702,39423490,39444134,0,509,-509,0,-,cryptic_fiveprime,LCA5L,ENSG00000225331.1,.,,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",5.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,509.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,2.0
4515,chr21,39429211,39444134,-,39444134,39429211,clu_1672,clu_1709,39429211,39444134,0,0,0,0,-,novel annotated pair,LCA5L,ENSG00000156261.13,ENST00000288350.7,1.0,2,"basic|appris_principal_1|CCDS, alternative_5_UTR|basic|appris_principal_1|CCDS",3.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,2.0
2090,chr21,34521658,34523536,-,34523536,34521658,clu_1153,clu_1184,34521658,34523536,0,0,0,0,-,annotated,RCAN1,ENSG00000183527.11,ENST00000313806.9+ENST00000381132.6+ENST00000381135.7+ENST00000399272.5+ENST00000443408.6+ENST00000481448.5+ENST00000482533.5+ENST00000487990.5+ENST00000492600.1+ENST00000620920.4,1.0,1,basic|appris_principal_1|CCDS,2.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,2.0
2130,chr21,34523710,34526662,-,34526662,34523710,clu_1154,clu_1185,34523710,34526662,0,0,0,0,-,annotated,RCAN1,ENSG00000156261.13,ENST00000381132.6+ENST00000481448.5+ENST00000492600.1,1.0,1,basic|appris_principal_1|CCDS,1.0,1.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,1.0,1.0
3146,chr21,34521658,34522314,-,34522314,34521658,clu_1152,clu_1184,34521658,34521498,0,816,-816,0,-,cryptic_fiveprime,RCAN1,ENSG00000186866.16,.,,1,basic|appris_principal_1|CCDS,2.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,816.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,3.0
4268,chr21,34518256,34521498,-,34521498,34518256,clu_1151,clu_1183,34518256,34521498,0,0,0,0,-,annotated,RCAN1,.,ENST00000313806.9+ENST00000381132.6+ENST00000381135.7+ENST00000399272.5+ENST00000443408.6+ENST00000481448.5+ENST00000482533.5+ENST00000487990.5+ENST00000620920.4,1.0,1,basic|appris_principal_1|CCDS,3.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,3.0
48,chr21,43021431,43023659,+,43021431,43023659,clu_2012,clu_2032,43021431,43024870,0,-1211,0,-1211,+,cryptic_threeprime,PKNOX1,ENSG00000160191.18,.,0.0,1,basic|appris_principal_1|CCDS,8.0,8.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,-1211.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,8.0,8.0
342,chr21,43028874,43029889,+,43028874,43029889,clu_2015,clu_2036,43028874,43029889,0,0,0,0,+,annotated,PKNOX1,ENSG00000142168.14,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,10.0,10.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,10.0,10.0
636,chr21,43021431,43024870,+,43021431,43024870,clu_2012,clu_2033,43021431,43024870,0,0,0,0,+,annotated,PKNOX1,ENSG00000154639.19,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,8.0,8.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,8.0,8.0
746,chr21,43018230,43021308,+,43018230,43021308,clu_2010,clu_2031,43018230,43021302,0,6,0,6,+,cryptic_threeprime,PKNOX1,ENSG00000142168.14,.,0.0,1,basic|appris_principal_1|CCDS,7.0,7.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,6.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,7.0,7.0
808,chr21,43023757,43024870,+,43023757,43024870,clu_2013,clu_2033,43024947,43024870,-1190,0,-1190,0,+,cryptic_fiveprime,PKNOX1,ENSG00000160305.18,.,,1,basic|appris_principal_1|CCDS,9.0,8.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,-1190.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,9.0,8.0
905,chr21,43007618,43010052,+,43007618,43010052,clu_2005,clu_2025,43007618,43010052,0,0,0,0,+,annotated,PKNOX1,ENSG00000154727.10,ENST00000291547.9,0.5,1,basic|appris_principal_1|CCDS,3.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,3.0
960,chr21,43013238,43016907,+,43013238,43016907,clu_2008,clu_2028,43013238,43016907,0,0,0,0,+,annotated,PKNOX1,ENSG00000160305.18,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,5.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,5.0
1020,chr21,43017007,43018132,+,43017007,43018132,clu_2009,clu_2029,43017007,43018132,0,0,0,0,+,annotated,PKNOX1,ENSG00000160256.13,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,6.0,6.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,6.0,6.0
1060,chr21,43017007,43021302,+,43017007,43021302,clu_2009,clu_2030,43017007,43021302,0,0,0,0,+,novel annotated pair,PKNOX1,ENSG00000154727.10,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,6.0,7.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,6.0,7.0
1144,chr21,42992710,43004325,+,42992710,43004325,clu_2000,clu_2023,43004432,43004325,-11722,0,-11722,0,+,cryptic_fiveprime,PKNOX1,ENSG00000160299.17,.,,1,basic|appris_principal_1|CCDS,2.0,1.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,-11722.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,1.0
1151,chr21,43007618,43013067,+,43007618,43013067,clu_2005,clu_2027,43007618,43013067,0,0,0,0,+,annotated,PKNOX1,ENSG00000154727.10,ENST00000291547.9+ENST00000432907.6,1.0,1,basic|appris_principal_1|CCDS,3.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,3.0,4.0
