"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "five.log.odds.ratio" "five.mut.cluster.cov" "five.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"101" "chr21" 36386262 36391550 "+" 36386262 36391550 "clu_1250" "clu_1296" "chr21:36386262:36391550:+" 0 5 5 0.619153808461915 Inf 110 13 "+" "clu_1250" "clu_1296" 36386262 36391550 0 0 0 0 "novel annotated pair" "CHAF1B" "ENSG00000155313.15" "ENST00000314103.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "main" "main" 0 0 0 4.54545454545455 4.54545454545455
"102" "chr21" 36332950 36333645 "+" 36332950 36333645 "clu_1225" "clu_1261" "chr21:36332950:36333645:+" 0 7 7 0.458065419345807 Inf 343 31 "+" "clu_1225" "clu_1261" 36333718 36333645 -768 0 -768 0 "cryptic_fiveprime" "MORC3" "ENSG00000183527.11" "." NA 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -768 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "not_main_5_prime" "main" -768 0 0 2.04081632653061 2.04081632653061
"103" "chr21" 36329989 36333645 "+" 36329989 36333645 "clu_1222" "clu_1261" "chr21:36329989:36333645:+" 1 4 5 0.993660063399366 -1.0385083645984 343 31 "+" "clu_1222" "clu_1261" 36333718 36333645 -3729 0 -3729 0 "cryptic_fiveprime" "MORC3" "ENSG00000182240.16" "." NA 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -3729 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "not_main_5_prime" "main" -3729 0 3.2258064516129 1.16618075801749 -2.05962569359541
"104" "chr21" 36337006 36341398 "+" 36337006 36341398 "clu_1228" "clu_1269" "chr21:36337006:36341398:+" 1 11 12 0.991470085299147 0.0200867585667373 356 33 "+" "clu_1228" "clu_1269" 36337006 36341398 0 0 0 0 "novel annotated pair" "MORC3" "ENSG00000160208.13" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 5 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 5 "main" "main" 0 0 3.03030303030303 3.08988764044944 0.0595846101464077
"105" "chr21" 36333718 36336873 "+" 36333718 36336873 "clu_1226" "clu_1262" "chr21:36333718:36336873:+" 34 385 419 0.421165788342117 -Inf 392 34 "+" "clu_1226" "clu_1262" 36333718 36336873 0 0 0 0 "annotated" "MORC3" "ENSG00000155307.18" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 2 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 2 "main" "main" 0 0 100 98.2142857142857 -1.78571428571429
"106" "chr21" 36360077 36360183 "+" 36360077 36360183 "clu_1243" "clu_1282" "chr21:36360077:36360183:+" 8 122 130 0.173208267917321 -Inf 138 8 "+" "clu_1243" "clu_1282" 36360077 36360183 0 0 0 0 "annotated" "MORC3" "ENSG00000154719.13" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 11 11 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 11 11 "main" "main" 0 0 100 88.4057971014493 -11.5942028985507
"107" "chr21" 36320303 36336873 "+" 36320303 36336873 "clu_1218" "clu_1262" "chr21:36320303:36336873:+" 0 7 7 0.421165788342117 Inf 392 34 "+" "clu_1218" "clu_1262" 36320303 36336873 0 0 0 0 "novel annotated pair" "MORC3" "ENSG00000142168.14" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "main" "main" 0 0 0 1.78571428571429 1.78571428571429
"108" "chr21" 36387730 36391550 "+" 36387730 36391550 "clu_1252" "clu_1296" "chr21:36387730:36391550:+" 13 105 118 0.619153808461915 -Inf 110 13 "+" "clu_1252" "clu_1296" 36387730 36391550 0 0 0 0 "annotated" "CHAF1B" "ENSG00000205581.11" "ENST00000314103.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 3 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 100 95.4545454545455 -4.54545454545455
"109" "chr21" 34125480 34142407 "+" 34125480 34142407 "clu_1143" "clu_1171" "chr21:34125480:34142407:+" 144 1491 1635 0.515734842651574 -0.272680777553269 1559 149 "+" "clu_1143" "clu_1171" 34125480 34142407 0 0 0 0 "annotated" "MRPS6" "ENSG00000160218.13" "ENST00000399312.3" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 96.6442953020134 95.638229634381 -1.00606566763243
"110" "chr21" 36057204 36057383 "-" 36057383 36057204 "clu_1199" "clu_1237" "chr21:36057204:36057383:-" 1 17 18 0.63380366196338 0.451985123743057 255 23 "-" "clu_1199" "clu_1237" 36057204 36057383 0 0 0 0 "annotated" "SETD4" "ENSG00000156261.13" "ENST00000399201.5+ENST00000399205.5+ENST00000399212.5" 1 1 "basic|appris_principal_3|CCDS" 2 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 275 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 3 "not_main_5_prime" "main" -275 0 4.34782608695652 6.66666666666667 2.31884057971015
"111" "chr21" 36045764 36053582 "-" 36053582 36045764 "clu_1197" "clu_1231" "chr21:36045764:36053582:-" 2 11 13 NA -Inf 26 2 "-" "clu_1197" "clu_1231" 36046011 36053582 -247 0 0 247 "cryptic_threeprime" "SETD4" "ENSG00000159131.17" "." 0 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "not_main_3_prime" 0 247 100 42.3076923076923 -57.6923076923077
"112" "chr21" 37065712 37069551 "-" 37069551 37065712 "clu_1299" "clu_1341" "chr21:37065712:37069551:-" 2 18 20 0.938890611093889 0.12146628107268 831 104 "-" "clu_1299" "clu_1341" 37065712 37069551 0 0 0 0 "novel annotated pair" "PIGP" "ENSG00000160200.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 3 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 3 "main" "main" 0 0 1.92307692307692 2.16606498194946 0.242988058872535
"113" "chr21" 37065712 37072433 "-" 37072433 37065712 "clu_1301" "clu_1341" "chr21:37065712:37072433:-" 0 5 5 0.673143268567314 Inf 831 104 "-" "clu_1301" "clu_1341" 37065712 37072433 0 0 0 0 "novel annotated pair" "PIGP" "ENSG00000159131.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 2 "main" "main" 0 0 0 0.601684717208183 0.601684717208183
"114" "chr21" 36046011 36048307 "-" 36048307 36046011 "clu_1196" "clu_1232" "chr21:36046011:36048307:-" 19 220 239 0.332086679133209 -Inf 228 19 "-" "clu_1196" "clu_1232" 36046011 36048307 0 0 0 0 "annotated" "SETD4" "ENSG00000159079.19" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "main" 0 0 100 96.4912280701754 -3.50877192982456
"115" "chr21" 36057204 36058815 "-" 36058815 36057204 "clu_1200" "clu_1237" "chr21:36057204:36058815:-" 22 238 260 0.63380366196338 -0.451985123743057 255 23 "-" "clu_1200" "clu_1237" 36057204 36058815 0 0 0 0 "annotated" "SETD4" "ENSG00000274276.4" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 95.6521739130435 93.3333333333333 -2.31884057971016
"116" "chr21" 36058924 36060346 "-" 36060346 36058924 "clu_1205" "clu_1240" "chr21:36058924:36060346:-" 13 146 159 0.516684833151668 1.32004497557869 152 15 "-" "clu_1205" "clu_1240" 36058924 36060346 0 0 0 0 "annotated" "SETD4" "ENSG00000156304.14" "ENST00000332131.8" 0.5 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 86.6666666666667 96.0526315789474 9.3859649122807
"117" "chr21" 36036251 36036517 "-" 36036517 36036251 "clu_1188" "clu_1220" "chr21:36036251:36036517:-" 0 6 6 NA Inf 10 1 "-" "clu_1188" "clu_1220" 36036251 36036084 0 433 -433 0 "cryptic_fiveprime" "SETD4" "." "." NA 1 "basic|appris_principal_3|CCDS" 10 11 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 433 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 10 11 "not_main_5_prime" "main" -433 0 0 60 60
"118" "chr21" 36043956 36045581 "-" 36045581 36043956 "clu_1195" "clu_1226" "chr21:36043956:36045581:-" 14 205 219 0.616243837561624 1.07451473708905 210 15 "-" "clu_1195" "clu_1226" 36043956 36045581 0 0 0 0 "annotated" "SETD4" "ENSG00000159086.15" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 6 6 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 6 "main" "main" 0 0 93.3333333333333 97.6190476190476 4.28571428571429
"119" "chr21" 36043956 36048307 "-" 36048307 36043956 "clu_1196" "clu_1226" "chr21:36043956:36048307:-" 1 5 6 0.616243837561624 -1.07451473708905 210 15 "-" "clu_1196" "clu_1226" 36043956 36048307 0 0 0 0 "novel annotated pair" "SETD4" "ENSG00000241837.7" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 6 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 5 "main" "main" 0 0 6.66666666666667 2.38095238095238 -4.28571428571429
"120" "chr21" 35048958 35049080 "-" 35049080 35048958 "clu_1183" "clu_1218" "chr21:35048958:35049080:-" 1 8 9 NA -Inf 23 1 "-" "clu_1183" "clu_1218" 35048958 35049167 0 -87 87 0 "cryptic_fiveprime" "RUNX1" "." "." NA 1 "basic|appris_principal_3|CCDS" 8 8 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 -87 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 87 0 100 34.7826086956522 -65.2173913043478
"121" "chr21" 36058973 36060281 "-" 36060281 36058973 "clu_1203" "clu_1242" "chr21:36058973:36060281:-" 0 5 5 NA Inf 77 6 "-" "clu_1203" "clu_1242" 36058973 36060281 0 0 0 0 "annotated" "SETD4" "." "ENST00000399205.5+ENST00000399208.6" 1 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "not_main_5_prime" 49 -65 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "not_main_3_prime" 65 -49 0 6.49350649350649 6.49350649350649
"122" "chr21" 36045764 36048307 "-" 36048307 36045764 "clu_1196" "clu_1231" "chr21:36045764:36048307:-" 0 15 15 NA Inf 26 2 "-" "clu_1196" "clu_1231" 36046011 36048307 -247 0 0 247 "cryptic_threeprime" "SETD4" "ENSG00000156299.13" "." 0 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "not_main_3_prime" 0 247 0 57.6923076923077 57.6923076923077
"123" "chr21" 36036251 36038149 "-" 36038149 36036251 "clu_1189" "clu_1220" "chr21:36036251:36038149:-" 1 4 5 NA -Inf 10 1 "-" "clu_1189" "clu_1220" 36036251 36038149 0 0 0 0 "annotated" "SETD4" "ENSG00000156299.13" "ENST00000332131.8+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 10 10 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 10 10 "main" "main" 0 0 100 40 -60
"124" "chr21" 36046011 36053582 "-" 36053582 36046011 "clu_1197" "clu_1232" "chr21:36046011:36053582:-" 0 8 8 0.332086679133209 Inf 228 19 "-" "clu_1197" "clu_1232" 36046011 36053582 0 0 0 0 "novel annotated pair" "SETD4" "ENSG00000205758.12" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "main" 0 0 0 3.50877192982456 3.50877192982456
"125" "chr21" 37065712 37067261 "-" 37067261 37065712 "clu_1298" "clu_1341" "chr21:37065712:37067261:-" 102 808 910 0.657823421765782 -0.37275779013238 831 104 "-" "clu_1298" "clu_1341" 37065712 37067261 0 0 0 0 "annotated" "PIGP" "ENSG00000182670.13" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 98.0769230769231 97.2322503008424 -0.844672776080699
"126" "chr21" 35048958 35049167 "-" 35049167 35048958 "clu_1184" "clu_1218" "chr21:35048958:35049167:-" 0 15 15 NA Inf 23 1 "-" "clu_1184" "clu_1218" 35048958 35049167 0 0 0 0 "annotated" "RUNX1" "." "ENST00000437180.5" 1 1 "basic|appris_principal_3|CCDS" 8 8 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 0 65.2173913043478 65.2173913043478
"127" "chr21" 36058924 36060281 "-" 36060281 36058924 "clu_1203" "clu_1240" "chr21:36058924:36060281:-" 2 6 8 0.516684833151668 -1.32004497557869 152 15 "-" "clu_1203" "clu_1240" 36058924 36060281 0 0 0 0 "novel annotated pair" "SETD4" "." "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 -65 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 65 0 13.3333333333333 3.94736842105263 -9.3859649122807
"128" "chr21" 36058973 36060346 "-" 36060346 36058973 "clu_1205" "clu_1242" "chr21:36058973:36060346:-" 6 72 78 NA -Inf 77 6 "-" "clu_1205" "clu_1242" 36058973 36060346 0 0 0 0 "annotated" "SETD4" "ENSG00000186866.16" "ENST00000399212.5" 0.5 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 49 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -49 100 93.5064935064935 -6.4935064935065
"129" "chr21" 17513172 17547026 "+" 17513172 17547026 "clu_144" "clu_150" "chr21:17513172:17547026:+" 2 110 112 NA -Inf 115 2 "+" "clu_144" "clu_150" 17513172 17547026 0 0 0 0 "annotated" "CXADR" "ENSG00000142168.14" "ENST00000284878.12+ENST00000356275.10+ENST00000400165.5+ENST00000400166.5+ENST00000400169.1" 1 1 "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 100 95.6521739130435 -4.34782608695652
"130" "chr21" 37156906 37158130 "+" 37156906 37158130 "clu_1364" "clu_1393" "chr21:37156906:37158130:+" 1 6 7 NA 0.0689928714869514 34 6 "+" "clu_1364" "clu_1393" 37156906 37156654 0 1476 0 1476 "cryptic_threeprime" "TTC3" "ENSG00000185272.14" "." 0 1 "basic|appris_principal_1|CCDS" 27 26 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 1476 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 28 27 "main" "not_main_3_prime" 0 1476 16.6666666666667 17.6470588235294 0.980392156862749
"131" "chr21" 37073473 37087246 "+" 37073473 37087246 "clu_1313" "clu_1349" "chr21:37073473:37087246:+" 1 22 23 NA -Inf 37 1 "+" "clu_1313" "clu_1349" 37073364 37087246 109 0 109 0 "cryptic_fiveprime" "TTC3" "ENSG00000160185.15" "." NA 1 "basic|appris_principal_1|CCDS" 45 45 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" 109 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" 109 0 100 59.4594594594595 -40.5405405405405
"132" "chr21" 17549626 17551748 "+" 17549626 17551748 "clu_150" "clu_153" "chr21:17549626:17551748:+" 0 5 5 NA Inf 119 2 "+" "clu_150" "clu_153" 17551953 17551748 -2327 0 -2327 0 "cryptic_fiveprime" "CXADR" "ENSG00000155313.15" "." NA 1 "basic|MANE_Select|appris_principal_3|CCDS" 3 2 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_5_prime" "main" -2327 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 3 2 "not_main_5_prime" "main" -2327 0 0 4.20168067226891 4.20168067226891
"133" "chr21" 37157214 37158130 "+" 37157214 37158130 "clu_1365" "clu_1393" "chr21:37157214:37158130:+" 5 28 33 NA -0.0689928714869514 34 6 "+" "clu_1365" "clu_1393" 37156906 37156654 308 1476 308 1476 "cryptic_unanchored" "TTC3" "ENSG00000159128.14" "" 1 1 "basic|appris_principal_1|CCDS" 27 26 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "not_main_3_prime" 308 1476 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 28 27 "not_main_5_prime" "not_main_3_prime" 308 1476 83.3333333333333 82.3529411764706 -0.980392156862763
"134" "chr21" 17547193 17551748 "+" 17547193 17551748 "clu_149" "clu_153" "chr21:17547193:17551748:+" 2 114 116 NA -Inf 119 2 "+" "clu_149" "clu_153" 17547193 17551748 0 0 0 0 "annotated" "CXADR" "ENSG00000205726.15" "ENST00000284878.12+ENST00000400165.5+ENST00000400166.5+ENST00000400169.1" 1 1 "basic|MANE_Select|appris_principal_3|CCDS" 2 2 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 100 95.7983193277311 -4.20168067226891
"135" "chr21" 37157214 37159698 "+" 37157214 37159698 "clu_1365" "clu_1394" "chr21:37157214:37159698:+" 1 45 46 0.0560494395056049 1.00764051046238 390 22 "+" "clu_1365" "clu_1394" 37156906 37159698 308 0 308 0 "cryptic_fiveprime" "TTC3" "ENSG00000182093.16" "." 0 1 "basic|appris_principal_1|CCDS" 27 27 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" 308 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 28 28 "not_main_5_prime" "main" 308 0 4.54545454545455 11.5384615384615 6.99300699300699
"136" "chr21" 37430400 37472683 "+" 37430400 37472683 "clu_1447" "clu_1483" "chr21:37430400:37472683:+" 1 4 5 NA -1.50407739677627 22 2 "+" "clu_1447" "clu_1483" 37420384 37472683 10016 0 10016 0 "cryptic_fiveprime" "DYRK1A" "ENSG00000185272.14" "." NA 3 "basic|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS, alternative_5_UTR|RNA_Seq_supported_only|basic|MANE_Select|appris_principal_3|CCDS" 13 13 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_5_prime" "main" 10016 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 10016 0 50 18.1818181818182 -31.8181818181818
"137" "chr21" 17531696 17547026 "+" 17531696 17547026 "clu_145" "clu_150" "chr21:17531696:17547026:+" 0 5 5 NA Inf 115 2 "+" "clu_145" "clu_150" 17547193 17547026 -15497 0 -15497 0 "cryptic_fiveprime" "CXADR" "ENSG00000160216.19" "." 0 1 "basic|MANE_Select|appris_principal_3|CCDS" 2 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_5_prime" "main" -15497 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 2 1 "not_main_5_prime" "main" -15497 0 0 4.34782608695652 4.34782608695652
