"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "three.log.odds.ratio" "three.mut.cluster.cov" "three.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"103" "chr21" 36415389 36415779 "+" 36415389 36415779 "clu_1273" "clu_1315" "chr21:36415389:36415779:+" 0 5 5 0.588474115258847 Inf 145 18 "+" "clu_1273" "clu_1315" 36415389 36415294 0 485 0 485 "cryptic_threeprime" "CHAF1B" "ENSG00000156256.15" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 13 12 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 485 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 13 12 "main" "not_main_3_prime" 0 485 0 3.44827586206897 3.44827586206897
"104" "chr21" 34102912 34103496 "+" 34102912 34103496 "clu_1131" "clu_1160" "chr21:34102912:34103496:+" 0 7 7 NA Inf 13 1 "+" "clu_1131" "clu_1160" 34125480 34094862 -22568 8634 -22568 8634 "cryptic_unanchored" "MRPS6" "ENSG00000141959.17" "" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "not_main_3_prime" -22568 -21844 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "not_main_5_prime" "not_main_3_prime" -22568 -21844 0 53.8461538461538 53.8461538461538
"105" "chr21" 34102912 34125340 "+" 34102912 34125340 "clu_1131" "clu_1168" "chr21:34102912:34125340:+" 1 6 7 NA -Inf 13 1 "+" "clu_1131" "clu_1168" 34125480 34125340 -22568 0 -22568 0 "cryptic_fiveprime" "MRPS6" "ENSG00000160185.15" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -22568 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "not_main_5_prime" "main" -22568 0 100 46.1538461538462 -53.8461538461538
"106" "chr21" 36345031 36349310 "+" 36345031 36349310 "clu_1238" "clu_1276" "chr21:36345031:36349310:+" 26 315 341 0.625443745562544 0.702716631576096 321 27 "+" "clu_1238" "clu_1276" 36345031 36349310 0 0 0 0 "annotated" "MORC3" "ENSG00000160256.13" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 8 8 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 8 8 "main" "main" 0 0 96.2962962962963 98.1308411214953 1.83454482519903
"107" "chr21" 36071057 36072445 "+" 36071057 36072445 "clu_1214" "clu_1249" "chr21:36071057:36072445:+" 128 1206 1334 0.850551494485055 0.0458095360312942 1215 129 "+" "clu_1214" "clu_1249" 36071057 36072445 0 0 0 0 "annotated" "CBR1" "ENSG00000182670.13" "ENST00000290349.11" 0.5 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 99.2248062015504 99.2592592592593 0.0344530577088591
"108" "chr21" 36337006 36337731 "+" 36337006 36337731 "clu_1228" "clu_1264" "chr21:36337006:36337731:+" 34 375 409 1 0.00267022855587889 386 35 "+" "clu_1228" "clu_1264" 36337006 36337731 0 0 0 0 "annotated" "MORC3" "ENSG00000224905.7" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 3 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 3 "main" "main" 0 0 97.1428571428571 97.1502590673575 0.00740192450037114
"109" "chr21" 36320303 36333645 "+" 36320303 36333645 "clu_1218" "clu_1261" "chr21:36320303:36333645:+" 30 332 362 0.844891551084489 -0.161011770207203 345 31 "+" "clu_1218" "clu_1261" 36320303 36333645 0 0 0 0 "annotated" "MORC3" "ENSG00000142168.14" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 1 "main" "main" 0 0 96.7741935483871 96.231884057971 -0.542309490416088
"110" "chr21" 36386262 36391550 "+" 36386262 36391550 "clu_1250" "clu_1296" "chr21:36386262:36391550:+" 0 5 5 0.619153808461915 Inf 108 13 "+" "clu_1250" "clu_1296" 36386262 36391550 0 0 0 0 "novel annotated pair" "CHAF1B" "ENSG00000155313.15" "ENST00000314103.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "main" "main" 0 0 0 4.62962962962963 4.62962962962963
"111" "chr21" 36337946 36338773 "+" 36337946 36338773 "clu_1231" "clu_1266" "chr21:36337946:36338773:+" 32 362 394 0.407185928140719 -Inf 369 32 "+" "clu_1231" "clu_1266" 36337946 36338773 0 0 0 0 "annotated" "MORC3" "ENSG00000141959.17" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 4 4 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 4 4 "main" "main" 0 0 100 98.1029810298103 -1.89701897018971
"112" "chr21" 36337006 36341398 "+" 36337006 36341398 "clu_1228" "clu_1269" "chr21:36337006:36341398:+" 1 11 12 1 -0.00267022855587892 386 35 "+" "clu_1228" "clu_1269" 36337006 36341398 0 0 0 0 "novel annotated pair" "MORC3" "ENSG00000160208.13" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 5 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 3 5 "main" "main" 0 0 2.85714285714286 2.84974093264249 -0.00740192450037025
"113" "chr21" 36320303 36336873 "+" 36320303 36336873 "clu_1218" "clu_1262" "chr21:36320303:36336873:+" 0 7 7 0.421165788342117 Inf 345 31 "+" "clu_1218" "clu_1262" 36320303 36336873 0 0 0 0 "novel annotated pair" "MORC3" "ENSG00000142168.14" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "main" "main" 0 0 0 2.02898550724638 2.02898550724638
"114" "chr21" 36041888 36043781 "-" 36043781 36041888 "clu_1193" "clu_1224" "chr21:36041888:36043781:-" 1 6 7 NA -Inf 11 1 "-" "clu_1193" "clu_1224" 36041888 36043781 0 0 0 0 "annotated" "SETD4" "ENSG00000159131.17" "ENST00000332131.8+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 7 7 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 7 7 "main" "main" 0 0 100 54.5454545454545 -45.4545454545455
"115" "chr21" 37069624 37072433 "-" 37072433 37069624 "clu_1301" "clu_1346" "chr21:37069624:37072433:-" 97 738 835 0.043329566704333 -0.649829818131868 840 104 "-" "clu_1301" "clu_1346" 37069624 37072433 0 0 0 0 "annotated" "PIGP" "ENSG00000154734.15" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 93.2692307692308 87.8571428571429 -5.41208791208791
"116" "chr21" 36045764 36053582 "-" 36053582 36045764 "clu_1197" "clu_1231" "chr21:36045764:36053582:-" 2 11 13 0.411525884741153 -0.808907970835561 258 22 "-" "clu_1197" "clu_1231" 36046011 36053582 -247 0 0 247 "cryptic_threeprime" "SETD4" "ENSG00000159131.17" "." 0 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "not_main_3_prime" 0 247 9.09090909090909 4.26356589147287 -4.82734319943622
"117" "chr21" 37065712 37069551 "-" 37069551 37065712 "clu_1299" "clu_1341" "chr21:37065712:37069551:-" 2 18 20 0.924350756492435 0.133842676673729 821 104 "-" "clu_1299" "clu_1341" 37065712 37069551 0 0 0 0 "novel annotated pair" "PIGP" "ENSG00000160200.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 3 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 3 "main" "main" 0 0 1.92307692307692 2.19244823386114 0.269371310784222
"118" "chr21" 36058911 36060346 "-" 36060346 36058911 "clu_1205" "clu_1239" "chr21:36058911:36060346:-" 1 9 10 0.782632173678263 -0.242831506286429 227 20 "-" "clu_1205" "clu_1239" 36058924 36060346 -13 0 0 13 "cryptic_threeprime" "SETD4" "ENSG00000159086.15" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -13 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 13 5 3.9647577092511 -1.0352422907489
"119" "chr21" 37065712 37072433 "-" 37072433 37065712 "clu_1301" "clu_1341" "chr21:37065712:37072433:-" 0 5 5 0.673143268567314 Inf 840 104 "-" "clu_1301" "clu_1341" 37065712 37072433 0 0 0 0 "novel annotated pair" "PIGP" "ENSG00000159131.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 2 "main" "main" 0 0 0 0.595238095238095 0.595238095238095
"120" "chr21" 36043651 36043781 "-" 36043781 36043651 "clu_1193" "clu_1225" "chr21:36043651:36043781:-" 0 5 5 NA Inf 11 1 "-" "clu_1193" "clu_1225" 36043956 36043781 -305 0 0 305 "cryptic_threeprime" "SETD4" "ENSG00000185917.13" "." 0 1 "basic|appris_principal_3|CCDS" 6 7 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -305 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 7 "main" "not_main_3_prime" 0 305 0 45.4545454545455 45.4545454545455
"121" "chr21" 36046011 36048307 "-" 36048307 36046011 "clu_1196" "clu_1232" "chr21:36046011:36048307:-" 19 220 239 0.600913990860091 -0.54654370636807 240 20 "-" "clu_1196" "clu_1232" 36046011 36048307 0 0 0 0 "annotated" "SETD4" "ENSG00000159079.19" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "main" 0 0 95 91.6666666666667 -3.33333333333334
"122" "chr21" 36057204 36058815 "-" 36058815 36057204 "clu_1200" "clu_1237" "chr21:36057204:36058815:-" 22 238 260 0.63380366196338 -0.451985123743057 255 23 "-" "clu_1200" "clu_1237" 36057204 36058815 0 0 0 0 "annotated" "SETD4" "ENSG00000274276.4" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 95.6521739130435 93.3333333333333 -2.31884057971016
"123" "chr21" 36058924 36060346 "-" 36060346 36058924 "clu_1205" "clu_1240" "chr21:36058924:36060346:-" 13 146 159 0.952660473395266 -0.0298817413703258 227 20 "-" "clu_1205" "clu_1240" 36058924 36060346 0 0 0 0 "annotated" "SETD4" "ENSG00000156304.14" "ENST00000332131.8" 0.5 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 65 64.3171806167401 -0.682819383259911
"124" "chr21" 36043956 36045581 "-" 36045581 36043956 "clu_1195" "clu_1226" "chr21:36043956:36045581:-" 14 205 219 0.168818311816882 0.717839793150317 255 21 "-" "clu_1195" "clu_1226" 36043956 36045581 0 0 0 0 "annotated" "SETD4" "ENSG00000159086.15" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 6 6 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 6 "main" "main" 0 0 66.6666666666667 80.3921568627451 13.7254901960784
"125" "chr21" 36043956 36048307 "-" 36048307 36043956 "clu_1196" "clu_1226" "chr21:36043956:36048307:-" 1 5 6 0.675983240167598 -0.905708622543618 240 20 "-" "clu_1196" "clu_1226" 36043956 36048307 0 0 0 0 "novel annotated pair" "SETD4" "ENSG00000241837.7" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 6 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 5 "main" "main" 0 0 5 2.08333333333333 -2.91666666666667
"126" "chr21" 37067380 37072433 "-" 37072433 37067380 "clu_1301" "clu_1345" "chr21:37067380:37072433:-" 0 16 16 0.19919800801992 Inf 840 104 "-" "clu_1301" "clu_1345" 37067380 37072433 0 0 0 0 "novel annotated pair" "PIGP" "ENSG00000159131.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 3 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 2 "main" "main" 0 0 0 1.9047619047619 1.9047619047619
"127" "chr21" 36057477 36058815 "-" 36058815 36057477 "clu_1200" "clu_1238" "chr21:36057477:36058815:-" 1 17 18 0.63380366196338 0.451985123743057 255 23 "-" "clu_1200" "clu_1238" 36057477 36058815 0 0 0 0 "annotated" "SETD4" "ENSG00000156304.14" "ENST00000399201.5+ENST00000399205.5+ENST00000399212.5" 0.43 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 273 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "not_main_3_prime" 0 -273 4.34782608695652 6.66666666666667 2.31884057971015
"128" "chr21" 36048396 36053582 "-" 36053582 36048396 "clu_1197" "clu_1234" "chr21:36048396:36053582:-" 20 239 259 0.756592434075659 0.229439479771025 258 22 "-" "clu_1197" "clu_1234" 36048396 36053582 0 0 0 0 "annotated" "SETD4" "ENSG00000205758.12" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 4 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 4 4 "main" "main" 0 0 90.9090909090909 92.6356589147287 1.72656800563777
"129" "chr21" 36058973 36060281 "-" 36060281 36058973 "clu_1203" "clu_1242" "chr21:36058973:36060281:-" 0 5 5 NA Inf 11 2 "-" "clu_1203" "clu_1242" 36058973 36060281 0 0 0 0 "annotated" "SETD4" "." "ENST00000399205.5+ENST00000399208.6" 1 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "not_main_5_prime" 49 -65 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "not_main_3_prime" 65 -49 0 45.4545454545455 45.4545454545455
"130" "chr21" 36045764 36048307 "-" 36048307 36045764 "clu_1196" "clu_1231" "chr21:36045764:36048307:-" 0 15 15 0.144658553414466 Inf 240 20 "-" "clu_1196" "clu_1231" 36046011 36048307 -247 0 0 247 "cryptic_threeprime" "SETD4" "ENSG00000156299.13" "." 0 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "not_main_3_prime" 0 247 0 6.25 6.25
"131" "chr21" 36046011 36053582 "-" 36053582 36046011 "clu_1197" "clu_1232" "chr21:36046011:36053582:-" 0 8 8 0.332086679133209 Inf 258 22 "-" "clu_1197" "clu_1232" 36046011 36053582 0 0 0 0 "novel annotated pair" "SETD4" "ENSG00000205758.12" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "main" 0 0 0 3.10077519379845 3.10077519379845
"132" "chr21" 37072310 37072433 "-" 37072433 37072310 "clu_1301" "clu_1347" "chr21:37072310:37072433:-" 7 81 88 0.249247507524925 0.391248206724878 840 104 "-" "clu_1301" "clu_1347" 37072310 37072433 0 0 0 0 "annotated" "PIGP" "ENSG00000159131.17" "ENST00000399098.5" 0.2 1 "basic|appris_principal_1|CCDS" 1 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -227 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 2 "main" "not_main_3_prime" 0 227 6.73076923076923 9.64285714285714 2.91208791208791
"133" "chr21" 37067380 37069551 "-" 37069551 37067380 "clu_1299" "clu_1345" "chr21:37067380:37069551:-" 102 803 905 0.924350756492435 -0.133842676673729 821 104 "-" "clu_1299" "clu_1345" 37067380 37069551 0 0 0 0 "annotated" "PIGP" "ENSG00000160255.18" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 3 3 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 98.0769230769231 97.8075517661389 -0.269371310784209
"134" "chr21" 36058924 36060281 "-" 36060281 36058924 "clu_1203" "clu_1240" "chr21:36058924:36060281:-" 2 6 8 NA -Inf 11 2 "-" "clu_1203" "clu_1240" 36058924 36060281 0 0 0 0 "novel annotated pair" "SETD4" "." "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 -65 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 65 0 100 54.5454545454545 -45.4545454545455
"135" "chr21" 36043969 36045581 "-" 36045581 36043969 "clu_1195" "clu_1227" "chr21:36043969:36045581:-" 7 50 57 0.168818311816882 -0.717839793150317 255 21 "-" "clu_1195" "clu_1227" 36043956 36045581 13 0 0 -13 "cryptic_threeprime" "SETD4" "ENSG00000275464.4" "." 0 1 "basic|appris_principal_3|CCDS" 6 6 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 13 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 6 6 "main" "not_main_3_prime" 0 -13 33.3333333333333 19.6078431372549 -13.7254901960784
"136" "chr21" 36058973 36060346 "-" 36060346 36058973 "clu_1205" "clu_1242" "chr21:36058973:36060346:-" 6 72 78 0.866471335286647 0.0805388624840124 227 20 "-" "clu_1205" "clu_1242" 36058973 36060346 0 0 0 0 "annotated" "SETD4" "ENSG00000186866.16" "ENST00000399212.5" 0.5 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 49 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -49 30 31.7180616740088 1.71806167400881
"137" "chr21" 17513172 17547026 "+" 17513172 17547026 "clu_144" "clu_150" "chr21:17513172:17547026:+" 2 110 112 NA -Inf 117 2 "+" "clu_144" "clu_150" 17513172 17547026 0 0 0 0 "annotated" "CXADR" "ENSG00000142168.14" "ENST00000284878.12+ENST00000356275.10+ENST00000400165.5+ENST00000400166.5+ENST00000400169.1" 1 1 "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 100 94.017094017094 -5.98290598290599
"138" "chr21" 37156906 37157160 "+" 37156906 37157160 "clu_1364" "clu_1392" "chr21:37156906:37157160:+" 5 69 74 0.419745802541975 -0.36164445947434 386 21 "+" "clu_1364" "clu_1392" 37156906 37156654 0 506 0 506 "cryptic_threeprime" "TTC3" "ENSG00000182093.16" "." 0 1 "basic|appris_principal_1|CCDS" 27 26 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 506 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 28 27 "main" "not_main_3_prime" 0 506 23.8095238095238 17.8756476683938 -5.93387614113002
"139" "chr21" 37156906 37158130 "+" 37156906 37158130 "clu_1364" "clu_1393" "chr21:37156906:37158130:+" 1 6 7 0.427205727942721 -1.15267950993839 386 21 "+" "clu_1364" "clu_1393" 37156906 37156654 0 1476 0 1476 "cryptic_threeprime" "TTC3" "ENSG00000185272.14" "." 0 1 "basic|appris_principal_1|CCDS" 27 26 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 1476 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 28 27 "main" "not_main_3_prime" 0 1476 4.76190476190476 1.55440414507772 -3.20750061682704
