"E.B.M_five.obs.logOR.ratio" "E.B.M_obs.wt" "E.B.M_obs.mut" "E.B.M_total.reads.per.junction" "E.B.M_five.wt.cluster.cov" "E.B.M_five.mut.cluster.cov" "intron_junction" "Tcells_five.obs.logOR.ratio" "Tcells_obs.wt" "Tcells_obs.mut" "Tcells_total.reads.per.junction" "Tcells_five.wt.cluster.cov" "Tcells_five.mut.cluster.cov" "PreB_five.obs.logOR.ratio" "PreB_obs.wt" "PreB_obs.mut" "PreB_total.reads.per.junction" "PreB_five.wt.cluster.cov" "PreB_five.mut.cluster.cov" "DC_five.obs.logOR.ratio" "DC_obs.wt" "DC_obs.mut" "DC_total.reads.per.junction" "DC_five.wt.cluster.cov" "DC_five.mut.cluster.cov" "HSPC_five.obs.logOR.ratio" "HSPC_obs.wt" "HSPC_obs.mut" "HSPC_total.reads.per.junction" "HSPC_five.wt.cluster.cov" "HSPC_five.mut.cluster.cov" "IMP_five.obs.logOR.ratio" "IMP_obs.wt" "IMP_obs.mut" "IMP_total.reads.per.junction" "IMP_five.wt.cluster.cov" "IMP_five.mut.cluster.cov" "Bcells_five.obs.logOR.ratio" "Bcells_obs.wt" "Bcells_obs.mut" "Bcells_total.reads.per.junction" "Bcells_five.wt.cluster.cov" "Bcells_five.mut.cluster.cov" "NP_five.obs.logOR.ratio" "NP_obs.wt" "NP_obs.mut" "NP_total.reads.per.junction" "NP_five.wt.cluster.cov" "NP_five.mut.cluster.cov" "Mat_Mono_five.obs.logOR.ratio" "Mat_Mono_obs.wt" "Mat_Mono_obs.mut" "Mat_Mono_total.reads.per.junction" "Mat_Mono_five.wt.cluster.cov" "Mat_Mono_five.mut.cluster.cov" "MonoDC_five.obs.logOR.ratio" "MonoDC_obs.wt" "MonoDC_obs.mut" "MonoDC_total.reads.per.junction" "MonoDC_five.wt.cluster.cov" "MonoDC_five.mut.cluster.cov" "MkP_five.obs.logOR.ratio" "MkP_obs.wt" "MkP_obs.mut" "MkP_total.reads.per.junction" "MkP_five.wt.cluster.cov" "MkP_five.mut.cluster.cov" "MEP_five.obs.logOR.ratio" "MEP_obs.wt" "MEP_obs.mut" "MEP_total.reads.per.junction" "MEP_five.wt.cluster.cov" "MEP_five.mut.cluster.cov" "EP_five.obs.logOR.ratio" "EP_obs.wt" "EP_obs.mut" "EP_total.reads.per.junction" "EP_five.wt.cluster.cov" "EP_five.mut.cluster.cov" "None_five.obs.logOR.ratio" "None_obs.wt" "None_obs.mut" "None_total.reads.per.junction" "None_five.wt.cluster.cov" "None_five.mut.cluster.cov" "chr.x" "start.x" "end.x" "strand.x" "five_prime.x" "three_prime.x" "five_prime_ID" "three_prime_ID" "obs.wt" "obs.mut" "total.reads.per.junction" "None_pvalue" "EP_pvalue" "MEP_pvalue" "MkP_pvalue" "MonoDC_pvalue" "Mat_Mono_pvalue" "NP_pvalue" "Bcells_pvalue" "IMP_pvalue" "HSPC_pvalue" "DC_pvalue" "PreB_pvalue" "Tcells_pvalue" "E.B.M_pvalue" "chr.y" "start.y" "end.y" "strand_1" "five_prime.y" "three_prime.y" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "strand.y" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "None_wt.psi" "None_mut.psi" "None_dPSI" "EP_wt.psi" "EP_mut.psi" "EP_dPSI" "MEP_wt.psi" "MEP_mut.psi" "MEP_dPSI" "MkP_wt.psi" "MkP_mut.psi" "MkP_dPSI" "MonoDC_wt.psi" "MonoDC_mut.psi" "MonoDC_dPSI" "Mat_Mono_wt.psi" "Mat_Mono_mut.psi" "Mat_Mono_dPSI" "NP_wt.psi" "NP_mut.psi" "NP_dPSI" "Bcells_wt.psi" "Bcells_mut.psi" "Bcells_dPSI" "IMP_wt.psi" "IMP_mut.psi" "IMP_dPSI" "HSPC_wt.psi" "HSPC_mut.psi" "HSPC_dPSI" "DC_wt.psi" "DC_mut.psi" "DC_dPSI" "PreB_wt.psi" "PreB_mut.psi" "PreB_dPSI" "Tcells_wt.psi" "Tcells_mut.psi" "Tcells_dPSI" "merge.output_Verdict" "Final_Verdict"
"252" NA 0 0 0 1 1 "chr21:43104402:43105785:-" NA 0 0 0 1 1 NA 0 0 0 2 1 NA 0 0 0 2 10 NA 0 0 0 4 13 NA 0 0 0 15 63 NA 0 0 0 0 0 NA 0 0 0 12 23 Inf 0 2 2 23 63 NA 0 0 0 9 37 -2.23001440015921 1 1 2 21 187 Inf 0 3 3 60 480 Inf 0 3 3 129 1574 NA 0 0 0 3 267 "chr21" 43104402 43105785 "-" 43105785 43104402 "clu_2046" "clu_2079" 1 9 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43104402 43105785 "-" 43105785 43104402 "clu_2046" "clu_2079" 43104402 43104314 0 1471 -1471 0 "-" "cryptic_fiveprime" "U2AF1" "ENSG00000280071.3" "." 0 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "main" -1471 0 0 0 0 0 0.190597204574333 0.190597204574333 0 0.625 0.625 4.76190476190476 0.53475935828877 -4.22714540361599 0 0 0 0 3.17460317460317 3.17460317460317 0 0 0 NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA
"253" NA 0 0 0 1 0 "chr21:43104402:43106727:-" NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 2 NA 0 1 1 0 2 Inf 0 0 0 3 9 NA 0 0 0 0 0 NA 0 0 0 0 4 NA 0 0 0 2 7 NA 0 0 0 2 5 Inf 0 0 0 3 20 Inf 1 1 2 13 67 Inf 0 2 2 28 479 NA 0 0 0 0 116 "chr21" 43104402 43106727 "-" 43106727 43104402 "clu_2047" "clu_2079" 0 15 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43104402 43106727 "-" 43106727 43104402 "clu_2047" "clu_2079" 43104402 43107450 0 -723 723 0 "-" "cryptic_fiveprime" "U2AF1" "ENSG00000160294.11" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 -723 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "not_main_5_prime" "main" 723 0 NA 0 NA 0 0.417536534446764 0.417536534446764 7.69230769230769 1.49253731343284 -6.19977037887486 0 0 0 0 0 0 0 0 0 NA 0 NA NA NA NA 0 0 0 NA 50 NA NA 0 NA NA NA NA NA 0 NA NA NA
"254" NA 1 0 1 1 0 "chr21:43104402:43105501:-" NA 0 1 1 0 1 NA 0 0 0 0 0 -2.19722457733622 0 2 2 0 2 NA 0 2 2 0 2 Inf 3 7 10 3 8 NA 0 0 0 0 0 Inf 0 4 4 0 5 -2.1367928381513 2 7 9 2 7 -0.782759339249632 2 5 7 2 6 Inf 3 16 19 3 19 0.572409139395332 10 67 77 11 70 -1.23583236124049 30 484 514 32 508 Inf 0 120 120 0 123 "chr21" 43104402 43105501 "-" 43105501 43104402 "clu_2045" "clu_2079" 14 56 70 NA 0.116688833111669 0.529514704852951 NA NA 0.012269877301227 NA NA NA NA NA NA NA NA "chr21" 43104402 43105501 "-" 43105501 43104402 "clu_2045" "clu_2079" 43104402 43104314 0 1187 -1187 0 "-" "cryptic_fiveprime" "U2AF1" "." "." NA 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 1187 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "main" -1187 0 NA 97.5609756097561 NA 93.75 95.2755905511811 1.5255905511811 90.9090909090909 95.7142857142857 4.80519480519482 100 84.2105263157895 -15.7894736842105 100 83.3333333333333 -16.6666666666667 100 100 0 NA 80 NA NA NA NA 100 87.5 -12.5 NA 100 NA NA 100 NA NA NA NA NA 100 NA NA NA
"255" NA 0 0 0 0 0 "chr21:42876767:42879520:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 1 1 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 0 0 5 2 NA 0 0 0 1 2 NA 0 1 1 0 7 -1.70474809223843 1 2 3 1 14 Inf 1 0 1 5 20 NA 0 0 0 0 5 "chr21" 42876767 42879520 "-" 42879520 42876767 "clu_1962" "clu_1988" 1 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42876767 42879520 "-" 42879520 42876767 "clu_1962" "clu_1988" 42876767 42879406 0 114 -114 0 "-" "cryptic_fiveprime" "WDR4" "ENSG00000157538.14" "." NA 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 114 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -114 0 NA 0 NA 20 0 -20 100 14.2857142857143 -85.7142857142857 NA 14.2857142857143 NA 0 0 0 0 0 0 NA 0 NA NA NA NA NA 0 NA NA NA NA 0 0 0 NA NA NA NA NA NA NA NA
"256" NA 1 1 2 1 1 "chr21:42876767:42879512:-" NA 1 0 1 1 0 NA 0 1 1 0 1 NA 1 9 10 1 9 NA 3 10 13 3 11 -Inf 10 50 60 10 52 NA 0 0 0 0 0 NA 9 18 27 9 19 NA 21 47 68 22 49 NA 7 30 37 7 32 NA 13 128 141 13 135 NA 42 371 413 44 379 -1.25593254325665 97 1163 1260 101 1187 NA 2 197 199 2 201 "chr21" 42876767 42879512 "-" 42879512 42876767 "clu_1961" "clu_1988" 2 6 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42876767 42879512 "-" 42879512 42876767 "clu_1961" "clu_1988" 42876767 42879406 0 106 -106 0 "-" "cryptic_fiveprime" "WDR4" "." "." NA 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 106 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -106 0 100 98.0099502487562 -1.99004975124379 96.039603960396 97.9780960404381 1.93849208004204 95.4545454545455 97.8891820580475 2.43463660350204 100 94.8148148148148 -5.18518518518518 100 93.75 -6.25 95.4545454545455 95.9183673469388 0.463821892393312 100 94.7368421052632 -5.26315789473685 NA NA NA 100 96.1538461538462 -3.84615384615384 100 90.9090909090909 -9.09090909090909 100 100 0 NA 100 NA 100 NA NA NA NA
"257" NA 1 0 1 1 0 "chr21:42876767:42879406:-" NA 0 1 1 0 1 NA 0 0 0 0 0 NA 0 2 2 0 2 NA 0 3 3 0 3 Inf 3 10 13 3 10 NA 0 0 0 0 0 NA 0 6 6 0 6 NA 2 7 9 2 7 NA 2 6 8 2 6 NA 3 18 21 3 18 0.996333439547691 12 72 84 12 72 1.2830683179907 31 518 549 31 522 NA 0 125 125 0 127 "chr21" 42876767 42879406 "-" 42879406 42876767 "clu_1959" "clu_1988" 48 698 746 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42876767 42879406 "-" 42879406 42876767 "clu_1959" "clu_1988" 42876767 42879406 0 0 0 0 "-" "annotated" "WDR4" "ENSG00000205581.11" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 NA 98.4251968503937 NA 100 99.2337164750958 -0.76628352490421 100 100 0 100 100 0 100 100 0 100 100 0 NA 100 NA NA NA NA 100 100 0 NA 100 NA NA 100 NA NA NA NA NA 100 NA NA "Canonical"
"258" NA 0 0 0 1 0 "chr21:42876767:42879086:-" NA 0 1 1 0 1 NA 0 0 0 0 0 NA 0 1 1 0 2 NA 0 0 0 0 2 NA 1 6 7 3 7 NA 0 0 0 0 0 NA 0 3 3 0 3 NA 1 6 7 2 7 NA 2 4 6 2 5 NA 0 4 4 3 16 Inf 8 50 58 10 64 -1.77096869955898 25 404 429 27 475 NA 0 107 107 0 117 "chr21" 42876767 42879086 "-" 42879086 42876767 "clu_1958" "clu_1988" 1 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42876767 42879086 "-" 42879086 42876767 "clu_1958" "clu_1988" 42876767 42879406 0 -320 320 0 "-" "cryptic_fiveprime" "WDR4" "." "." NA 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 12 12 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_5_prime" 0 -320 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" 320 0 NA 91.4529914529915 NA 92.5925925925926 85.0526315789474 -7.53996101364523 80 78.125 -1.875 0 25 25 100 80 -20 50 85.7142857142857 35.7142857142857 NA 100 NA NA NA NA 33.3333333333333 85.7142857142857 52.3809523809524 NA 0 NA NA 50 NA NA NA NA NA 100 NA NA NA
"259" NA 0 0 0 1 0 "chr21:42859722:42862281:-" NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 2 NA 0 0 0 0 3 -Inf 0 0 0 3 10 NA 0 0 0 0 0 NA 0 0 0 0 6 NA 0 0 0 2 7 -Inf 0 0 0 2 6 -Inf 0 0 0 3 18 0.803495237728811 0 0 0 12 72 0.295980875266476 0 4 4 31 522 NA 0 2 2 0 127 "chr21" 42859722 42862281 "-" 42862281 42859722 "clu_1951" "clu_1981" 51 715 766 NA 0.752822471775282 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42859722 42862281 "-" 42862281 42859722 "clu_1951" "clu_1981" 42859722 42862281 0 0 0 0 "-" "annotated" "WDR4" "ENSG00000160298.17" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 16 16 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 5 "main" "main" 0 0 NA 1.5748031496063 NA 0 0.766283524904214 0.766283524904214 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA NA NA NA 0 0 0 NA 0 NA NA 0 NA NA NA NA NA 0 NA NA "Canonical"
"260" NA 2 3 5 2 3 "chr21:42859722:42873550:-" NA 3 4 7 3 4 NA 0 2 2 0 2 NA 7 21 28 7 21 NA 8 26 34 8 26 Inf 17 111 128 17 112 NA 2 2 4 2 2 NA 26 66 92 26 67 NA 251 518 769 253 524 Inf 24 91 115 24 93 Inf 23 137 160 23 137 -0.803495237728811 75 649 724 75 653 -0.295980875266476 156 2013 2169 157 2020 NA 9 285 294 9 289 "chr21" 42859722 42873550 "-" 42873550 42859722 "clu_1954" "clu_1981" 3 36 39 NA 0.752832471675283 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42859722 42873550 "-" 42873550 42859722 "clu_1954" "clu_1981" 42859722 42873550 0 0 0 0 "-" "novel annotated pair" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 16 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 5 3 "main" "main" 0 0 100 98.6159169550173 -1.3840830449827 99.3630573248408 99.6534653465347 0.290408021693892 100 99.3874425727412 -0.612557427258807 100 100 0 100 97.8494623655914 -2.15053763440861 99.2094861660079 98.8549618320611 -0.354524333946827 100 98.5074626865672 -1.49253731343283 100 100 0 100 99.1071428571429 -0.892857142857139 100 100 0 100 100 0 NA 100 NA 100 100 0 NA "Canonical"
"261" NA 0 0 0 1 1 "chr21:43105555:43105785:-" NA 0 1 1 1 1 NA 2 0 2 2 1 NA 0 1 1 1 10 NA 1 2 3 4 13 NA 5 11 16 16 62 NA 0 0 0 0 0 NA 3 4 7 12 23 NA 1 13 14 23 62 NA 3 5 8 10 37 NA 7 50 57 20 186 -Inf 16 97 113 60 477 -Inf 25 378 403 128 1571 NA 1 64 65 3 266 "chr21" 43105555 43105785 "-" 43105785 43105555 "clu_2046" "clu_2082" 2 3 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43105555 43105785 "-" 43105785 43105555 "clu_2046" "clu_2082" 43104402 43104314 1153 1471 -1471 -1153 "-" "cryptic_unanchored" "U2AF1" "ENSG00000280071.3" "" 1 1 "basic|appris_principal_3|CCDS" 1 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "not_main_5_prime" 1153 1471 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 2 "not_main_5_prime" "not_main_3_prime" -1471 -1153 33.3333333333333 24.0601503759398 -9.27318295739348 19.53125 24.0611075747931 4.52985757479313 26.6666666666667 20.335429769392 -6.33123689727464 35 26.8817204301075 -8.11827956989248 30 13.5135135135135 -16.4864864864865 4.34782608695652 20.9677419354839 16.6199158485273 25 17.3913043478261 -7.60869565217391 NA NA NA 31.25 17.741935483871 -13.508064516129 25 15.3846153846154 -9.61538461538461 0 10 10 100 0 -100 0 100 100 NA NA
"262" NA 0 0 0 2 3 "chr21:43105555:43107450:-" NA 0 0 0 3 4 NA 0 0 0 0 2 NA 0 0 0 7 21 NA 0 0 0 8 26 NA 0 0 0 17 112 NA 0 0 0 2 2 NA 0 1 1 26 67 NA 1 0 1 253 524 NA 0 0 0 24 93 NA 0 0 0 23 137 Inf 0 1 1 75 653 Inf 0 0 0 157 2020 NA 0 3 3 9 289 "chr21" 43105555 43107450 "-" 43107450 43105555 "clu_2050" "clu_2082" 11 50 61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43105555 43107450 "-" 43107450 43105555 "clu_2050" "clu_2082" 43104402 43107450 1153 0 0 -1153 "-" "cryptic_threeprime" "U2AF1" "ENSG00000160255.18" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 1153 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -1153 0 1.03806228373702 1.03806228373702 0 0 0 0 0.153139356814701 0.153139356814701 0 0 0 0 0 0 0.395256916996047 0 -0.395256916996047 0 1.49253731343284 1.49253731343284 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA 0 0 0 NA NA
"263" NA 0 0 0 1 0 "chr21:43100519:43104314:-" NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 2 -Inf 0 0 0 0 2 -Inf 1 0 1 3 7 NA 0 0 0 0 0 -Inf 0 0 0 0 3 0.11247798342669 0 1 1 2 7 -Inf 0 0 0 2 5 -Inf 0 0 0 3 16 0.792238083204176 0 1 1 10 64 0.692287704787227 0 3 3 27 475 -Inf 0 3 3 0 117 "chr21" 43100519 43104314 "-" 43104314 43100519 "clu_2041" "clu_2075" 207 2025 2232 NA 0.399376006239938 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43100519 43104314 "-" 43104314 43100519 "clu_2041" "clu_2075" 43100519 43104314 0 0 0 0 "-" "annotated" "U2AF1" "ENSG00000280071.3" "ENST00000291552.8+ENST00000398137.5+ENST00000459639.5" 0.75 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 NA 2.56410256410256 NA 0 0.631578947368421 0.631578947368421 0 1.5625 1.5625 0 0 0 0 0 0 0 14.2857142857143 14.2857142857143 NA 0 NA NA NA NA 33.3333333333333 0 -33.3333333333333 NA 0 NA NA 0 NA NA NA NA NA 0 NA NA "Canonical"
"264" NA 1 1 2 1 1 "chr21:43100519:43101365:-" NA 1 1 2 1 1 NA 2 1 3 2 1 NA 1 10 11 1 10 Inf 4 12 16 4 13 Inf 15 60 75 16 61 NA 0 0 0 0 0 Inf 12 23 35 12 23 -0.11247798342669 22 58 80 23 62 Inf 8 35 43 9 35 Inf 19 182 201 20 183 -0.792238083204176 59 469 528 59 476 -0.692287704787227 127 1553 1680 128 1562 Inf 3 266 269 3 266 "chr21" 43100519 43101365 "-" 43101365 43100519 "clu_2039" "clu_2075" 7 51 58 NA 0.399376006239938 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 43100519 43101365 "-" 43101365 43100519 "clu_2039" "clu_2075" 43100519 43101365 0 0 0 0 "-" "annotated" "U2AF1" "ENSG00000275895.7" "ENST00000398137.5" 0.5 1 "basic|appris_principal_3|CCDS" 2 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 913 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 3 "not_main_5_prime" "main" -913 0 100 100 0 99.21875 99.4238156209987 0.205065620998724 100 98.5294117647059 -1.47058823529412 95 99.4535519125683 4.4535519125683 88.8888888888889 100 11.1111111111111 95.6521739130435 93.5483870967742 -2.10378681626929 100 100 0 NA NA NA 93.75 98.3606557377049 4.61065573770492 100 92.3076923076923 -7.69230769230769 100 100 0 100 100 0 100 100 0 NA NA
"265" NA 0 0 0 1 1 "chr21:42854626:42855681:-" NA 0 0 0 1 1 NA 0 0 0 2 1 NA 0 0 0 2 10 NA 0 0 0 4 13 NA 0 1 1 15 63 NA 0 0 0 0 0 NA 0 0 0 12 23 NA 0 0 0 23 63 NA 0 0 0 9 37 NA 0 1 1 21 187 NA 0 4 4 60 480 -Inf 0 9 9 129 1574 NA 0 0 0 3 267 "chr21" 42854626 42855681 "-" 42855681 42854626 "clu_1947" "clu_1979" 54 768 822 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42854626 42855681 "-" 42855681 42854626 "clu_1947" "clu_1979" 42854626 42855681 0 0 0 0 "-" "annotated" "WDR4" "ENSG00000205581.11" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 18 18 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 7 "main" "main" 0 0 0 0 0 0 0.571791613722999 0.571791613722999 0 0.833333333333333 0.833333333333333 0 0.53475935828877 0.53475935828877 0 0 0 0 0 0 0 0 0 NA NA NA 0 1.58730158730159 1.58730158730159 0 0 0 0 0 0 0 0 0 0 0 0 NA "Canonical"
"266" NA 1 0 1 1 0 "chr21:42854626:42859661:-" NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 1 1 0 2 NA 0 2 2 0 2 NA 1 1 2 3 7 NA 0 0 0 0 0 NA 0 0 0 0 3 NA 1 0 1 2 7 NA 0 1 1 2 5 NA 3 12 15 3 16 NA 2 13 15 10 64 Inf 2 68 70 27 475 NA 0 7 7 0 117 "chr21" 42854626 42859661 "-" 42859661 42854626 "clu_1949" "clu_1979" 0 6 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 42854626 42859661 "-" 42859661 42854626 "clu_1949" "clu_1979" 42854626 42859661 0 0 0 0 "-" "novel annotated pair" "WDR4" "ENSG00000159055.4" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 18 17 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 7 6 "main" "main" 0 0 NA 5.98290598290598 NA 7.40740740740741 14.3157894736842 6.9083820662768 20 20.3125 0.3125 100 75 -25 0 20 20 50 0 -50 NA 0 NA NA NA NA 33.3333333333333 14.2857142857143 -19.047619047619 NA 100 NA NA 50 NA NA NA NA NA 0 NA NA "Canonical"
"267" NA 0 0 0 0 0 "chr21:42863596:42873550:-" NA 1 0 1 1 0 NA 0 1 1 0 1 NA 1 9 10 1 9 NA 2 5 7 2 5 2.484906649788 7 31 38 7 31 NA 0 0 0 0 0 NA 3 12 15 3 12 1.79175946922805 0 19 19 0 19 -Inf 3 20 23 3 20 Inf 7 40 47 8 40 -0.113328685307003 27 228 255 28 232 -0.786993643388421 86 1142 1228 88 1168 NA 1 188 189 1 191 "chr21" 42863596 42873550 "-" 42873550 42863596 "clu_1954" "clu_1986" 37 586 623 NA 0.21539784602154 0.885121148788512 NA NA 0.00390996090039097 NA NA NA NA NA NA NA NA "chr21" 42863596 42873550 "-" 42873550 42863596 "clu_1954" "clu_1986" 42863596 42873550 0 0 0 0 "-" "annotated" "WDR4" "ENSG00000205758.12" "ENST00000330317.6+ENST00000398208.2" 1 2 "basic|appris_principal_1|CCDS, alternative_3_UTR|basic|appris_principal_1|CCDS" 14 14 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 100 98.4293193717278 -1.57068062827224 97.7272727272727 97.7739726027397 0.0466998754669845 96.4285714285714 98.2758620689655 1.84729064039408 87.5 100 12.5 100 100 0 NA 100 NA 100 100 0 NA NA NA 100 100 0 100 100 0 100 100 0 NA 100 NA 100 NA NA NA "Canonical"
